UF;Rodovia;km inicial;km final;Extensão (km);Data;Latitude;Longitude;Observação;ICMNP
PA;BR-230;1252,000;1253,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1253,000;1254,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1254,000;1255,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1255,000;1256,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1256,000;1257,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1257,000;1258,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1258,000;1259,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1259,000;1260,000;1,000;21/09/2021;-4,2961846;-55,9583089;;63,750
PA;BR-230;1260,000;1261,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1261,000;1262,000;1,000;21/09/2021;-4,2961846;-55,9583089;;81,250
PA;BR-230;1262,000;1263,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1263,000;1264,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1264,000;1265,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1265,000;1266,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1266,000;1267,000;1,000;21/09/2021;-4,2961846;-55,9583089;;67,500
PA;BR-230;1267,000;1268,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1268,000;1269,000;1,000;21/09/2021;-4,2961846;-55,9583089;;70,000
PA;BR-230;1269,000;1270,000;1,000;21/09/2021;-4,2961846;-55,9583089;;63,750
PA;BR-230;1270,000;1271,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
PA;BR-230;1271,000;1272,000;1,000;21/09/2021;-4,2961846;-55,9583089;;73,750
